gene	M1F	M2F	M3F	M1M	M2M	M3M	E1F	E2F	E3F	E1M	E2M	E3M
FBgn0030569	19.00	15.09	16.41	12.83	16.86	29.18	14.06	38.55	122.69	97.52	93.02	43.96
FBgn0032136	26329.00	19148.36	21122.26	13058.23	12581.00	11626.05	17555.85	14779.41	11218.33	12523.20	10075.65	10108.18
FBgn0030362	5482.00	4226.31	3942.04	6050.84	5863.95	5705.06	3417.32	3211.64	3400.31	4404.20	3503.00	4356.20
FBgn0038115	4553.00	7991.92	6290.39	4162.21	6820.05	5174.01	4190.59	2016.58	2547.49	4010.74	1744.39	2737.61
FBgn0037387	13467.00	11104.21	8757.10	12990.57	10444.99	11719.42	8588.56	7695.45	6683.92	7444.20	7119.82	6427.39
FBgn0037070	5709.00	3888.62	4250.23	3100.66	2952.58	3067.29	3548.25	3212.97	2757.95	3415.52	2803.72	2778.57
FBgn0003089	37.00	62.66	52.73	52.49	61.80	40.85	74.69	91.72	99.75	72.86	63.47	58.95
FBgn0030571	827.00	919.07	907.00	932.06	923.32	1003.75	1027.22	999.65	1107.17	1154.57	1126.08	1156.99
FBgn0000163	3183.00	3087.92	2926.06	3907.90	3581.86	3418.60	2680.96	2625.41	2613.32	2961.54	3155.00	3095.30
FBgn0031860	1950.00	1636.21	1774.15	1640.15	1548.86	1590.83	1343.56	856.08	880.75	1593.98	809.82	1044.09
FBgn0039562	11754.00	8989.90	8494.61	7405.19	7099.11	7026.28	8002.46	7133.14	6665.96	6770.51	6963.33	6471.35
FBgn0034532	133.00	249.49	174.60	209.98	216.32	210.09	261.86	296.44	339.13	261.18	291.10	326.71
FBgn0033593	4057.00	2811.74	2338.98	1612.16	2132.26	2152.24	2163.40	1645.70	1708.63	3060.18	3253.49	2682.66
FBgn0036975	12589.00	6638.85	9775.42	4445.68	4927.52	4805.18	6112.34	6109.57	5037.13	5345.79	5293.36	3836.65
FBgn0037794	640.00	784.45	737.08	960.06	977.64	996.75	850.60	866.72	882.74	999.88	1010.08	984.14
FBgn0039355	106.00	142.73	140.62	174.98	132.97	156.40	179.26	172.81	212.46	189.44	190.42	185.84
FBgn0033821	4067.00	2790.85	2990.51	2425.23	2566.77	2917.89	2606.27	1890.30	1809.38	2756.41	2094.58	2253.03
FBgn0037015	2260.00	2578.49	2534.67	3017.84	3345.88	3313.56	2798.71	2985.66	3374.38	3368.44	3626.67	3722.75
FBgn0030374	2.00	13.93	18.75	10.50	22.47	16.34	33.39	30.57	40.90	25.78	24.08	21.98
FBgn0025643	2666.00	2207.15	1709.70	2497.56	2336.40	2256.11	1742.49	1350.59	1221.88	1250.98	1563.82	1170.98
FBgn0035281	214.00	308.68	224.99	277.64	162.94	199.58	336.55	471.91	507.70	130.03	112.72	136.88
FBgn0087012	3816.00	5700.06	4724.82	5990.18	6841.59	6096.06	7089.48	6124.19	6858.47	7745.73	6322.04	7317.61
FBgn0037031	1141.00	1485.36	1443.70	1683.32	1823.24	1854.61	1680.10	1721.47	1775.46	1934.75	2140.54	2024.23
FBgn0053993	416.00	458.37	344.52	514.44	536.58	386.33	279.43	260.55	312.20	316.11	320.64	349.69
FBgn0032036	3763.00	3687.87	3486.20	4269.53	4157.77	4050.03	4075.48	4053.10	4116.48	4441.19	4736.33	4449.12
FBgn0000261	19295.00	14377.80	15097.88	18240.00	15773.31	17280.92	13130.64	12128.74	11122.57	13773.06	11640.57	12539.05
FBgn0038590	447.00	364.38	337.49	403.62	388.62	401.50	301.40	287.13	293.25	365.43	375.36	345.70
FBgn0040261	13.00	61.50	4.69	38.50	56.19	14.01	4.39	5.32	2.99	12.33	20.79	5.99
FBgn0032681	928.00	1527.13	1482.37	2005.28	1777.35	1823.10	1831.24	2047.16	1917.10	2116.35	2316.73	2207.07
FBgn0002872	126.00	237.89	213.27	309.13	306.21	275.45	312.82	307.07	284.27	325.07	314.08	332.71
FBgn0032783	11674.00	10973.08	11479.26	16584.68	16258.38	19687.60	9236.18	9220.18	9448.85	14602.56	12535.74	13819.94
FBgn0041710	460.00	374.82	358.58	283.47	284.68	315.13	311.07	252.57	301.23	327.32	271.40	317.72
FBgn0259896	518.00	584.86	485.14	835.24	788.48	652.44	375.21	418.74	393.00	286.96	341.44	364.68
FBgn0037408	561.00	620.83	541.39	712.76	780.05	800.67	677.49	707.20	703.20	738.70	805.44	790.31
FBgn0021944	863.00	690.46	726.54	713.92	634.90	710.80	646.73	554.33	560.57	691.62	673.02	633.45
FBgn0003317	2387.00	2563.40	2553.42	2855.69	2764.36	2749.82	2716.11	2846.08	2882.63	2988.44	3001.79	3150.25
FBgn0029737	4301.00	2988.12	2969.42	4215.87	2906.69	3103.47	5669.47	4475.83	5674.50	5272.93	4285.46	4893.73
FBgn0034249	61.00	84.71	58.59	110.82	74.91	103.88	98.42	119.64	112.71	99.76	95.21	101.91
FBgn0085422	1288.00	1588.64	1511.66	1890.96	1830.73	1886.13	1683.62	1774.65	1828.33	2112.98	2142.73	2195.08
FBgn0052499	169.00	168.26	201.56	327.80	315.58	371.16	243.40	241.94	331.15	186.08	181.66	237.79
FBgn0037130	3369.00	3805.07	3916.26	4596.16	4693.41	4563.58	4137.87	4410.69	4543.39	4803.25	5295.54	5008.63
FBgn0045502	152.00	199.60	192.18	144.65	154.51	178.57	238.13	252.57	239.39	204.01	199.17	196.83
FBgn0026371	209.00	223.96	244.91	263.64	278.12	329.14	286.46	291.12	302.23	341.89	337.06	320.72
FBgn0038651	4463.00	4605.77	4645.14	3829.75	3699.85	3739.57	3792.54	3978.66	3115.04	3376.29	3402.32	2884.48
FBgn0038603	6784.00	5901.98	6078.29	5671.71	5790.91	5819.44	5719.56	5125.87	4995.23	5899.54	5577.89	5587.12
FBgn0262364	11.00	25.53	29.30	16.33	20.60	31.51	47.45	45.20	44.89	29.14	37.21	38.97
FBgn0026415	61397.00	46176.07	50603.20	45174.21	40816.38	44510.69	43191.49	37363.26	36744.08	38216.40	29714.80	33403.84
FBgn0045038	4298.00	4234.43	4137.74	4371.02	4467.73	4642.95	4545.59	4844.05	4618.20	5029.68	5169.69	5209.45
FBgn0032896	1110.00	914.42	898.79	646.26	537.51	584.75	760.97	529.07	590.49	482.01	355.66	571.50
FBgn0046114	5356.00	4191.50	4462.33	2420.57	2891.71	2817.52	3767.93	3704.82	3433.22	2562.48	2403.19	2331.96
FBgn0031313	4824.00	3796.95	3425.26	4512.17	4387.20	4617.27	2930.52	3037.50	3270.64	3167.79	3225.04	3422.01
FBgn0035498	5141.00	4552.39	4366.24	5007.95	4833.88	4883.38	4083.39	4131.53	3764.38	4158.71	4316.10	4196.34
FBgn0031464	731.00	671.89	651.54	879.57	659.25	748.15	481.54	491.85	549.60	436.05	358.95	465.59
FBgn0037970	256.00	271.54	292.96	333.63	391.43	396.83	326.00	357.59	431.90	364.31	358.95	406.64
FBgn0035091	8139.00	6924.32	7250.12	5291.42	5553.99	5654.87	5980.54	5233.54	4359.86	6439.83	4684.90	4504.07
FBgn0039543	3182.00	2485.65	2810.05	1528.17	1581.64	1627.02	2302.23	2101.66	1711.63	1924.66	1966.54	1558.64
FBgn0250907	68.00	157.82	142.96	215.81	195.71	206.59	199.47	214.02	227.42	267.91	233.10	249.78
FBgn0037222	82.00	119.52	76.17	69.99	79.60	105.04	146.75	144.90	168.57	146.84	99.59	106.91
FBgn0040805	885.00	1339.14	1383.93	2033.28	1949.66	2016.85	1606.29	1688.24	1755.51	1989.68	2013.60	2060.20
FBgn0033031	2555.00	3414.00	3456.90	4782.81	5204.70	5032.78	3867.23	4122.23	4340.90	4794.28	5332.75	5240.43
FBgn0025571	5669.00	6200.21	5909.55	6315.64	6136.46	6230.28	6814.44	6423.29	6547.27	7399.36	7253.33	7631.34
FBgn0030218	2107.00	1790.55	2088.20	975.23	951.42	1073.78	1507.00	1298.75	989.47	1079.47	689.44	698.39
FBgn0034439	722.00	767.05	649.19	1094.21	925.20	983.91	1029.85	829.50	891.72	1055.93	1000.23	952.17
FBgn0001220	16218.00	12960.91	12824.52	13524.85	14397.69	14575.45	12008.52	10986.85	9828.88	11892.11	11145.92	10966.43
FBgn0050156	138.00	210.04	179.29	195.98	191.03	214.76	239.01	243.27	260.33	236.52	246.23	207.82
FBgn0040322	3036.00	2362.65	2262.81	2680.71	2626.70	2682.13	2107.16	1877.00	1956.00	2178.00	1953.41	2160.11
FBgn0086450	5143.00	2930.10	4239.69	2393.74	2000.22	2622.60	2432.28	2364.86	2855.70	1651.15	1341.67	1954.29
FBgn0033995	657.00	655.65	715.99	845.74	825.00	877.70	775.91	890.65	780.01	860.89	943.33	909.21
FBgn0046302	122.00	119.52	100.78	92.16	117.99	121.38	138.84	166.17	200.49	175.99	174.00	191.83
FBgn0261815	258.00	488.54	472.25	535.44	629.28	542.73	547.44	691.25	774.02	687.14	736.50	786.31
FBgn0026565	213.00	176.39	187.49	74.66	56.19	77.03	136.20	94.38	79.80	63.89	40.49	29.97
FBgn0051606	19.00	17.41	14.06	11.67	14.98	17.51	3.51	6.65	4.99	5.60	10.94	20.98
FBgn0024236	4301.00	4525.70	4436.55	4599.66	4639.10	4500.56	4045.61	4142.17	3895.04	4233.81	4336.90	4170.36
FBgn0051436	2367.00	1958.82	1987.43	1951.62	1882.23	1977.16	1818.94	1696.22	1639.81	1702.72	1604.31	1807.42
FBgn0040493	3413.00	2287.22	2664.74	1964.45	2047.05	2230.44	2174.82	1890.30	2001.88	2151.09	1920.58	1875.36
FBgn0026428	17048.00	12964.39	13214.74	10587.50	9399.93	9522.83	12228.20	10070.95	9605.45	9430.51	8240.43	8422.65
FBgn0004914	6968.00	6846.57	6711.08	5819.86	5643.89	5794.93	6345.20	6105.58	5734.34	5939.89	5663.25	5429.26
FBgn0028544	165.00	104.44	121.87	250.81	102.07	243.94	225.83	425.38	407.96	39.23	72.23	74.93
FBgn0003366	4933.00	4010.47	3781.50	4886.63	4151.22	3920.48	3520.13	3170.43	2969.41	3663.25	3542.40	3652.81
FBgn0036702	7287.00	5542.24	5794.71	6244.48	5863.95	5920.99	5156.30	4942.42	4752.85	5854.70	5778.15	5611.10
FBgn0036659	2863.00	1378.60	1825.71	774.58	634.90	861.36	1249.53	930.53	976.50	919.18	523.10	626.45
FBgn0040087	1517.00	1187.13	1135.50	1291.36	1127.47	1185.83	1033.37	1000.98	861.80	983.07	1081.21	1052.08
FBgn0000039	3064.00	3622.88	3786.19	4810.80	4919.09	4990.76	3895.35	4439.94	4546.38	4957.94	5209.09	5200.46
FBgn0002023	517.00	796.06	700.76	976.39	1009.48	982.75	827.75	962.43	1072.26	1032.39	1131.55	1186.96
FBgn0032213	7755.00	5738.36	5764.24	6866.25	6598.12	6838.37	5375.98	4178.06	4190.29	5912.99	4678.33	4918.71
FBgn0040236	4296.00	3453.46	3616.27	4000.06	3700.79	3596.01	3150.19	3169.10	2862.68	3000.77	3319.15	3153.25
FBgn0033320	10511.00	7517.31	7786.82	6317.97	6440.80	7086.98	7120.23	5604.42	5197.71	6194.35	4990.22	5217.45
FBgn0031850	3871.00	4916.77	4819.74	6317.97	6134.58	6474.22	5402.34	5997.90	5637.59	5332.34	6001.40	5911.84
FBgn0243486	2196.00	2915.02	2593.26	3438.96	3535.98	3572.67	3069.35	3303.37	3546.93	3202.54	3637.61	3759.72
FBgn0259714	1009.00	2353.36	2050.71	3448.29	2914.19	2517.56	2818.92	3125.24	3827.22	3461.48	3806.14	3980.53
FBgn0039711	622.00	505.95	509.75	381.46	397.05	478.53	432.33	372.21	431.90	374.40	353.47	353.69
FBgn0039006	582.00	514.07	599.98	498.11	418.59	458.69	492.96	373.54	410.95	410.27	360.04	384.66
FBgn0028373	3779.00	4134.63	4186.95	5250.59	5084.84	5051.45	3323.30	2734.42	3436.22	3353.87	2738.06	3399.03
FBgn0026679	1001.00	756.60	830.83	911.07	795.97	836.85	688.91	680.61	631.39	809.32	781.36	706.38
FBgn0054008	35.00	49.90	43.36	50.16	56.19	60.69	59.75	74.44	78.80	60.53	53.62	72.94
FBgn0032233	3322.00	4076.61	3930.32	4899.46	5255.27	5089.97	4250.35	4669.91	4938.38	5439.95	5780.34	5615.10
FBgn0039213	9062.00	7467.41	7357.93	7678.16	7733.08	7801.28	6834.65	6487.09	6651.00	7299.60	7427.33	7549.41
FBgn0035771	9047.00	6109.70	6331.41	5956.35	5579.28	5427.28	5595.66	5210.94	4450.62	5740.36	5286.79	5082.56
FBgn0031184	701.00	559.33	523.81	540.11	440.12	518.22	461.33	412.09	431.90	465.19	374.27	406.64
FBgn0017549	9810.00	11009.06	11158.18	14565.40	14094.28	14159.94	11791.48	12637.87	12779.34	14507.28	15812.22	14380.45
FBgn0023534	2326.00	2711.94	2511.23	2519.72	2514.33	2455.70	2756.53	3044.15	3514.02	3007.50	2886.89	2943.43
FBgn0030912	451.00	639.40	666.77	566.94	584.34	604.59	802.27	771.01	781.00	771.21	723.36	694.39
FBgn0028984	5202.00	4830.90	4777.56	3956.90	4186.80	4563.58	4314.49	4233.89	4297.02	3898.65	3678.10	3733.74
FBgn0025683	32010.00	35252.89	36760.35	33049.20	35329.81	34258.38	31350.81	26986.57	27914.65	32096.03	28074.38	29178.53
FBgn0035245	998.00	1009.58	994.88	1160.71	1160.24	1191.67	1238.99	1167.15	1119.14	1539.06	1330.73	1487.70
FBgn0262519	7666.00	7056.61	6670.06	8655.72	8204.11	7817.62	6167.70	6312.95	6016.62	7481.19	7962.47	7689.29
FBgn0027578	5258.00	4178.73	4346.32	4039.72	4210.21	4174.92	3709.06	2847.41	2730.02	3863.90	2403.19	2941.43
FBgn0034538	1525.00	1180.16	1199.96	556.44	524.40	555.57	1077.30	907.93	956.56	692.74	601.89	582.49
FBgn0039207	2269.00	2245.44	2296.79	2359.91	2254.00	2169.74	2091.34	1851.75	1803.39	2106.26	1929.33	1861.38
FBgn0039252	3586.00	2549.48	2479.60	2712.20	2739.07	2691.46	2260.06	2166.80	1994.90	2313.63	2395.53	2239.05
FBgn0038525	365.00	353.93	233.19	400.12	437.32	329.14	153.78	206.04	65.83	270.15	323.93	131.88
FBgn0085481	17.00	25.53	24.61	29.16	55.25	51.35	46.57	35.89	82.79	106.49	48.15	85.92
FBgn0263093	743.00	943.43	1042.93	800.25	837.17	811.17	1349.71	1140.56	1120.14	1281.24	1162.20	1142.00
FBgn0028692	6131.00	4593.01	4704.90	5458.23	5290.86	5209.02	4180.05	4077.03	3755.40	5129.45	4751.65	4538.04
FBgn0029866	3138.00	2319.71	2418.66	2526.72	2263.36	2363.49	2169.55	2035.19	1840.30	2175.76	2104.43	2144.13
FBgn0000180	297.00	355.09	403.11	558.77	530.02	518.22	488.57	474.57	410.95	540.30	538.42	527.54
FBgn0027657	11682.00	11222.58	11670.27	12338.48	10518.97	10715.67	9807.34	8523.61	7873.87	10601.90	7814.73	8980.16
FBgn0035325	4.00	1.16	3.52	2.33	14.05	9.34	1.76	17.28	48.88	71.74	18.60	24.98
FBgn0034889	1849.00	1867.14	1783.53	2256.09	2290.52	2389.17	1993.81	2262.51	2685.14	2277.76	2225.90	2465.85
FBgn0034725	6585.00	6656.26	6911.46	10336.70	10361.65	10190.44	7102.66	7922.76	7863.90	9821.72	10708.18	10150.14
FBgn0039313	383.00	363.22	326.94	634.60	597.45	574.24	300.52	285.80	274.30	513.39	450.87	504.56
FBgn0026721	7728.00	6306.97	5690.41	4946.12	4445.26	4432.86	5502.52	3797.87	3490.08	4273.04	3011.64	3228.18
FBgn0002939	802.00	642.88	633.96	907.57	763.19	781.99	553.59	434.69	546.60	520.12	489.17	584.49
FBgn0085244	39.00	35.97	36.33	36.16	31.84	52.52	61.51	66.47	62.84	65.01	41.59	51.95
FBgn0032447	2029.00	1961.14	1890.16	2302.75	2296.14	2337.81	2138.79	2287.76	2561.45	2577.05	2698.66	2882.48
FBgn0259991	59.00	47.58	48.05	42.00	42.14	42.02	26.36	34.56	31.92	39.23	43.77	43.96
FBgn0031702	4015.00	3255.02	3297.53	3125.16	2512.45	2899.22	3041.23	2180.09	2105.62	2132.04	1738.92	1652.56
FBgn0029849	2840.00	2289.54	2163.20	2763.53	2696.93	2599.26	2023.68	1814.52	1979.94	2410.03	2348.47	2518.80
FBgn0038508	6.00	5.80	11.72	29.16	17.79	15.17	20.21	22.60	18.95	28.02	26.26	21.98
FBgn0030187	26.00	31.33	35.15	69.99	57.12	63.03	63.27	42.54	54.86	54.93	48.15	62.95
FBgn0034293	196.00	233.25	171.09	235.64	333.37	312.80	120.38	151.54	114.71	88.55	132.42	147.87
FBgn0031460	1117.00	677.69	737.08	31.50	44.95	53.69	509.65	515.78	410.95	44.84	49.25	62.95
FBgn0028982	7279.00	5827.71	5712.68	5940.01	5642.96	5461.13	5298.65	5095.29	4874.54	5444.43	5589.92	5412.28
FBgn0010452	1240.00	1466.79	1535.10	2291.08	1995.54	2036.69	1617.71	1869.03	1842.29	2023.31	2199.64	2060.20
FBgn0053199	517.00	570.93	622.24	678.93	768.81	811.17	664.31	737.77	794.97	735.34	826.23	849.26
FBgn0013812	1236.00	1339.14	1201.13	1682.15	1551.67	1558.15	1493.82	1426.36	1843.29	1917.94	2033.30	2167.11
FBgn0034198	4484.00	3559.06	3062.00	2539.55	3206.35	2572.41	2570.24	2542.99	2915.55	2546.79	2396.62	2618.71
FBgn0038156	2958.00	3745.89	3776.81	4829.47	4325.39	4476.05	4083.39	4475.83	4628.17	4783.07	5186.11	5183.47
FBgn0038084	743.00	839.00	819.11	1019.55	1117.17	1060.95	868.17	1054.15	1052.31	1061.54	1131.55	1162.98
FBgn0032139	661.00	971.29	945.67	1256.36	1311.95	1240.69	1233.72	1164.49	1133.10	1452.75	1177.52	1333.84
FBgn0000559	211768.00	171904.68	176339.55	123191.14	119952.62	119555.36	165776.67	145308.22	131220.60	115216.39	105078.10	104363.89
FBgn0037186	2240.00	1744.14	2290.93	1027.72	1203.32	1250.02	1398.04	1669.63	1618.86	1055.93	1205.97	1048.09
FBgn0053481	4863.00	5924.03	5676.35	7073.89	7867.93	7351.92	6241.51	7097.25	7110.82	7374.70	8546.85	8180.86
FBgn0046876	860.00	355.09	482.79	204.14	162.94	173.91	294.37	321.70	218.44	257.82	232.00	166.85
FBgn0030504	2240.00	1908.92	1940.55	2158.10	1970.26	2121.89	1731.95	1678.93	1307.66	1813.69	1949.03	1733.49
FBgn0033321	1778.00	1242.83	1355.81	954.23	1056.30	1192.83	1168.69	1035.54	936.61	999.88	885.33	883.23
FBgn0034717	2421.00	2060.93	2137.42	1328.69	1118.10	1188.17	1782.91	1435.67	1349.55	1303.66	849.21	968.15
FBgn0002938	145900.00	150720.92	154450.91	195530.52	196944.41	208792.66	162679.20	187159.28	169851.86	164850.73	175690.83	178163.46
FBgn0035137	2178.00	2236.16	1978.05	2201.26	2006.78	2023.85	1884.84	1878.33	1754.52	1967.26	1998.28	1911.33
FBgn0035113	321.00	265.74	311.71	268.30	332.43	270.78	234.62	228.64	176.55	274.63	245.13	215.81
FBgn0026144	243.00	210.04	216.79	146.98	158.26	178.57	269.77	320.37	307.21	173.75	225.44	187.84
FBgn0015808	7456.00	5111.72	5802.91	5489.73	5458.48	5650.21	4973.53	4417.34	4499.50	5303.19	4653.16	4875.74
FBgn0263231	7298.00	6555.30	6820.06	9244.82	8814.66	8620.62	6214.27	6071.02	5161.81	7415.05	7219.41	7240.68
FBgn0037279	1621.00	1558.47	1540.96	1383.51	1371.88	1351.57	1464.82	1378.51	1363.51	1477.41	1537.56	1522.67
FBgn0004644	86.00	124.17	90.23	103.82	108.63	144.73	74.69	9.31	31.92	68.38	38.30	55.95
FBgn0065108	6.00	16.25	10.55	22.16	13.11	15.17	21.97	22.60	35.91	20.18	16.42	17.98
FBgn0036931	13.00	60.34	35.15	52.49	51.50	113.21	91.39	82.42	126.68	110.97	74.42	100.91
FBgn0027930	4690.00	4915.61	4470.54	4537.83	4374.09	4393.18	4202.02	3648.99	3424.25	4175.52	3372.78	3489.95
FBgn0085433	4051.00	4605.77	4456.48	5398.74	5502.49	5672.38	4755.61	5052.75	5420.15	5932.04	5933.55	6235.56
FBgn0038402	169.00	235.57	243.74	317.30	298.72	320.97	263.61	356.26	319.18	353.10	411.47	321.72
FBgn0026252	6844.00	5716.31	5855.64	4457.34	4312.28	4127.07	5404.98	4921.15	3979.83	4154.22	3985.61	3972.53
FBgn0031359	8136.00	7369.93	6991.15	6755.42	6724.54	6219.78	6755.56	6348.84	6312.86	6761.54	6520.12	6618.22
FBgn0028381	4.00	3.48	4.69	2.33	9.36	9.34	5.27	25.26	21.94	34.75	10.94	12.99
FBgn0000046	8191.00	7518.47	7725.89	6371.63	7290.14	7755.76	8775.73	10580.08	11938.49	7227.86	9356.67	8277.77
FBgn0038665	2710.00	2392.82	2152.65	2805.53	3338.39	3184.00	1825.09	2057.79	1788.43	1849.56	2201.83	2184.09
FBgn0027512	2374.00	2556.44	2765.52	3395.79	3196.05	3234.19	2886.58	2919.19	3018.29	3204.78	3341.04	3232.18
FBgn0044812	26070.00	20213.64	18717.66	9022.01	4091.28	9704.91	11601.68	7757.93	13712.95	6308.68	6011.25	7501.45
FBgn0030648	5735.00	5835.83	5814.63	5760.37	5674.79	5950.16	6341.69	6198.63	6110.38	6427.50	6397.55	6366.44
FBgn0032116	112.00	158.98	119.53	163.32	326.82	235.77	173.99	263.21	361.08	469.68	259.36	314.73
FBgn0035392	1205.00	1002.62	919.89	1171.20	1184.59	1109.97	895.41	784.30	792.97	1014.46	950.99	904.21
FBgn0053080	6218.00	4529.18	4802.17	4727.98	4016.37	4216.94	4353.16	3385.78	3028.26	3856.05	3049.94	3008.37
FBgn0036020	670.00	857.56	847.23	876.07	955.16	948.90	1013.16	945.15	996.45	1051.45	948.80	998.13
FBgn0028542	718.00	552.37	495.68	524.94	509.42	501.88	471.87	366.89	379.03	377.76	280.15	396.65
FBgn0029728	1.00	42.94	42.19	69.99	49.63	46.69	126.54	73.11	172.56	90.80	73.32	136.88
FBgn0052191	1731.00	1228.90	1222.22	778.08	810.95	783.16	1089.61	934.51	786.99	886.67	675.21	633.45
FBgn0011722	6207.00	4951.58	4485.77	5117.60	4424.65	3855.12	4199.38	3270.13	3654.66	3789.92	3035.72	3608.85
FBgn0028480	17289.00	17658.36	16938.82	17720.89	16557.10	15833.65	15937.26	12956.90	11592.37	13721.49	11850.68	11901.61
FBgn0023516	3270.00	2501.90	2589.75	2625.88	2638.87	2592.25	2329.47	2274.47	2163.47	2586.02	2520.28	2462.85
FBgn0053120	2708.00	2808.26	2801.85	1475.67	1699.63	1646.86	2188.00	1907.58	1457.28	1666.85	1042.91	1147.00
FBgn0030061	1279.00	1167.40	1184.72	673.09	773.50	749.31	1027.22	1007.63	760.06	738.70	779.18	702.39
FBgn0040319	5432.00	6114.34	5866.19	6165.16	6061.54	5979.34	5158.94	5208.28	5125.90	5639.48	5592.11	5235.43
FBgn0035575	481.00	423.56	367.96	1000.89	661.12	662.94	358.52	255.23	210.46	368.79	349.10	314.73
FBgn0037468	3439.00	4703.25	4560.77	5088.44	5831.18	5860.29	5021.86	5551.25	6368.72	6016.11	6536.53	6320.48
FBgn0032725	858.00	1016.54	1042.93	1095.38	1051.62	1130.97	1151.12	1171.13	1155.05	1141.12	1128.27	1217.94
FBgn0038088	1639.00	2630.71	2467.88	2614.21	2571.45	2817.52	3050.90	2897.92	3500.05	3239.53	3170.32	3436.00
FBgn0025725	6299.00	4547.75	4209.22	5360.24	4786.12	4648.79	3970.04	3747.36	3303.56	4206.91	4139.91	3887.61
FBgn0029935	3622.00	3607.80	3492.06	3610.44	3671.76	3750.07	7002.48	5257.47	4001.77	5121.60	3686.85	3479.96
FBgn0030877	395.00	319.12	346.86	311.47	326.82	334.97	299.64	269.85	247.37	347.49	310.79	290.75
FBgn0015576	6580.00	5961.16	6770.84	9846.75	8983.22	9753.93	5873.33	5067.38	4731.91	7595.53	6678.80	7687.29
FBgn0000244	7304.00	6219.94	5908.37	6249.15	6264.75	6176.59	5607.08	5593.79	5269.53	5608.09	5666.53	5606.11
FBgn0034527	1379.00	1225.42	1276.12	1292.52	1404.65	1388.92	1141.45	1098.02	1131.11	1193.81	1253.03	1264.90
FBgn0022063	12282.00	13939.16	13947.14	13199.38	13013.63	13102.50	14980.34	14744.84	15320.84	14868.22	14955.35	14838.05
FBgn0032582	26.00	51.06	43.36	24.50	26.22	29.18	60.63	66.47	72.81	43.72	35.02	46.96
FBgn0261975	473.00	496.67	567.17	446.78	495.37	529.89	413.00	416.08	365.07	478.64	410.38	391.66
FBgn0033879	4961.00	4053.40	4360.39	3447.12	3633.37	4184.26	3635.25	3284.76	3104.07	3754.05	2810.28	2924.45
FBgn0261573	2777.00	3035.70	2977.62	3123.99	3183.88	3171.16	3307.48	3127.90	3281.61	3527.62	3429.68	3456.98
FBgn0032713	1897.00	1538.74	1482.37	1858.30	1829.79	1905.97	1413.85	1268.17	1205.92	1646.67	1569.29	1406.77
FBgn0038398	3372.00	2883.68	3153.40	22438.37	21890.10	23997.91	2827.71	2088.37	2539.51	17218.84	15278.18	17646.59
FBgn0020414	4200.00	4928.37	2776.07	3647.77	4886.32	3140.82	2721.38	2326.31	2674.16	2571.45	2290.47	2281.01
FBgn0053200	590.00	729.91	894.11	1175.87	1085.33	1260.53	883.11	1107.33	1141.08	1196.05	1419.37	1411.77
FBgn0030847	4401.00	6038.91	5995.09	7680.49	8269.66	7891.15	6941.85	7395.02	6765.71	8311.81	8682.55	7948.06
FBgn0003189	1693.00	1445.90	1965.16	1170.04	1053.49	1036.44	1481.51	983.70	1034.36	1049.21	856.87	847.26
FBgn0051445	4632.00	2887.16	3187.38	2543.05	2340.15	1992.34	2742.47	2125.59	1806.38	2390.98	1885.56	1634.57
FBgn0043783	3889.00	4753.15	3954.93	8494.73	7968.12	8918.24	3465.65	2834.12	2132.55	5937.65	5204.71	3633.83
FBgn0037304	37.00	96.32	66.79	43.16	97.39	52.52	159.93	118.31	115.70	198.41	134.60	148.87
FBgn0034733	1229.00	1035.11	910.51	983.39	893.36	804.17	847.96	699.22	674.28	895.64	646.76	645.44
FBgn0030425	5422.00	3067.03	3451.04	1941.12	2310.18	2035.52	3016.63	2077.73	1656.77	2214.99	1588.99	1449.73
FBgn0038993	49.00	74.27	76.17	65.33	83.34	99.21	86.11	115.65	129.67	90.80	90.83	109.90
FBgn0031003	477.00	345.81	371.47	274.14	309.02	297.62	321.61	297.77	266.32	304.90	277.96	312.73
FBgn0033830	364.00	153.18	194.52	8.17	9.36	2.33	79.96	94.38	75.81	3.36	9.85	14.99
FBgn0037717	1459.00	2132.88	2147.97	2790.36	2751.25	2634.27	2448.10	2459.25	2772.91	3111.74	2955.83	3116.28
FBgn0036259	479.00	590.66	537.87	636.93	742.59	709.63	625.65	675.30	671.28	707.32	736.50	719.37
FBgn0037338	198.00	311.00	333.97	337.13	294.04	375.82	396.30	421.40	406.96	489.85	473.85	421.63
FBgn0028327	8033.00	5964.64	6145.08	4327.86	4159.64	4334.82	5500.76	5269.43	4081.57	4273.04	4053.46	3697.77
FBgn0040906	42.00	85.87	55.08	78.16	90.83	56.02	94.90	111.66	107.72	98.64	126.94	104.91
FBgn0030343	1992.00	1698.88	1744.86	2219.92	2007.72	1994.67	1567.63	1560.62	1269.75	1581.65	1628.39	1548.65
